"NCE","OGA","OGS","OGN","CNL","AQS","LCP","LCC","LCL","LCI","LATITUDINE","LONGITUDINE","FRF","FRM","FRD","FRBT","FRBI","FRBC","FROP","FROS","FROG","FROO","FRI","FRZS","FRZI","CNTT","CNTE","CNTW","CNTS"
"R20FRB0224","museo, galleria e/o raccolta","Arte","Quadreria Spano","https://www.sardegnacultura.it/j/v/258?s=24625&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Quadreria Spano","SS","Ploaghe",,"Piazza San Pietro, s.n.c.","40.666412120","8.749052846","aperto","a pagamento","E' situato nell'Oratorio del Rosario, un edificio domenicano settecentesco, e ospita 26 pezzi della Quadreria di Giovanni Spano (1803-1882). I dipinti furono raccolti dallo studioso nelle innumerevoli escursioni nelle chiese e nei conventi della Sardegna, ma anche acquistati, o ricevuti in dono da persone autorevoli del tempo e donati alla chiesa di San Pietro nel 1873. Il percorso si apre con il: Ritratto di Giovanni Spano, di Emilio Schrer, e si conclude con la: Trinità, di Francesco Pinna.","intero","euro 2,50",,,,,,"Accesso possibile solo previa prenotazione o appuntamento telefonico con il responsabile.","laboratori didattico-educativi// visite guidate",,"+39 3493672110","rosa.anna.cadau@alice.it","https://www.comune.ploaghe.ss.it/pg/pinacoteca/15",
"R20FRB0225","area o parco archeologico","Archeologia","Città Romana e Parco Archeologico di Turris Libisonis","https://www.sardegnacultura.it/j/v/258?s=19472&v=2&c=2488&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Città Romana e Parco Archeologico di Turris Libisonis","SS","Porto Torres",,"Via Ponte Romano, 99","40.837336592","8.396267448","aperto","a pagamento","Turris Libisonis, oggi Porto Torres, fu fondata dai Romani nel I secolo a.C. al centro del golfo dell’Asinara, in posizione ottimale per l’impianto di un porto fluviale alla foce del rio Mannu. Unica colonia della provincia Sardinia costituita da cittadini romani, aveva l’appellativo di iulia in quanto la sua fondazione fu attribuita a Cesare in persona, o ad Ottaviano. Nell’isola era seconda solo a Caralis per numero di abitanti, magnificenza e traffici commerciali.","intero// ridotto// gratuito","euro 4,00// euro 2,00// ","Adulti.// Minori dai 6 ai 12 anni. Gruppi oltre 10 persone.// Gruppi, un biglietto gratuito ogni 10 persone.",,"estivo","MA-SA","09:00-16:00","I biglietti per l'area archeologica di Turris Libisonis si fanno presso la biglietteria dell'adiacente museo: Antiquarium Turritano.","percorso di visita per bambini// visite guidate","Noleggio audioguide. Orari fissi visite guidate all'area archeologica di Turris Libisonis: 09:00, 10:30, 12:00, 15:00, nel periodo estivo; 09:30, 11:00, 12:00, 15:00, 15:45, 16:30 nel periodo invernale, Il numero massimo di visitatori per scaglione è di 20-30 persone per gruppo.","+39 079 514433","drm-sar.museoarcheo.portotorres@beniculturali.it","https://musei.sardegna.beniculturali.it/musei/museo-archeologico-nazionale-antiquarium-turritano-e-area-archeologica","https://www.facebook.com/antiquariumturritano"
"R20FRB0226","monumento o complesso monumentale","Architettura fortificata o militare","Castello della Fava","https://www.sardegnacultura.it/j/v/258?s=17844&v=2&c=2488&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Castello della Fava","NU","Posada",,"Via Eleonora d'Arborea, s.n.c.","40.637988567","9.723759427","aperto","a pagamento","Una delle fortezze medioevali meglio conservate della Sardegna, che sorge nel borgo di Posada, in Baronia, nel nord-est dell’Isola.","intero// ridotto","euro 2,50// euro 1,50","Adulti.// Minori dai 12 ai 18 anni. Gruppi oltre 10 persone.","// ","invernale// estivo","LU-DO// LU-DO","09:00-13:00// 15:00-18:00// 09:00 sino ad un'ora prima del tramonto","Ingresso gratuito per i minori sino agli 11 anni, disabili e  accompagnatori. Prenotazione: nessuna. I dati","visite guidate",,"+39 3474801421","turulia@tiscalinet.it","http://web.tiscali.it/turulia",
"R20FRB0227","museo, galleria e/o raccolta","Religione e culto","Casa Museo Edvige Carboni","https://www.sardegnacultura.it/j/v/258?s=37918&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Casa Museo Edvige Carboni","SS","Pozzomaggiore",,"Via Carboni, 16A","40.397285530","8.658463493","aperto","a offerta libera","La Casa natale di Edvige Carboni, riportata alle origini è stata inaugurata il 17 febbraio  2002. Nata a Pozzomaggiore il 2 maggio 1880, da Giovanni Battista e Maria Domenica Pinna,  Edvige Carboni morì a Roma, il 17 febbraio 1952, dopo una vita dedicata alla religione e alla spiritualità.",,,,"// // ","invernale// estivo// estivo","SA-DO// SA// DO","15:30-18:00// 16:30-19:30// 09:30-12:00// 16:30-19:30","L'ingresso è a offerta libera. L’apertura è assicurata anche nelle festività infrasettimanali, con l'esclusione delle festività di: Capodanno, Epifania, Pasqua, Assunzione della B.V.M e Natale. La casa di Edvige Carboni, con congruo preavviso, può essere aperta anche per visite fuori dal normale orario d'apertura.",,,"+39 079 801132// +39 3466347142","info@edvigecarboni.it// segr.beataedcarb@gmail.com","http://www.edvigecarboni.it",
"R20FRB0228","museo, galleria e/o raccolta","Tematico e/o specializzato","Museo del Cavallo di Pozzomaggiore","https://www.sardegnacultura.it/j/v/258?s=22587&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo del Cavallo di Pozzomaggiore","SS","Pozzomaggiore",,"Piazza Convento, 39","40.396742287","8.660599079","aperto","a pagamento","Il Museo del cavallo di Pozzomaggiore ha sede in un interessante edificio storico, adibito a convento dell’ordine degli Agostiniani nel Seicento e successivamente utilizzato come caserma dei Carabinieri a cavallo fino a metà del Novecento. La superficie del museo è molto ampia, allestita su due piani a cui si aggiungono il cortile e le ex scuderie. Il mondo equestre, ancora oggi vivo e molto solido in tutta la Sardegna, viene presentato dai punti di vista storico-artistco e antropologico.","intero// gratuito","euro 2,00// ","Visitatori oltre i 10 anni.// Minori sino ai 10 anni e disabili.",,,,,"Attualmente la struttura apre solo su prenotazione, e le visite si possono prenotare, al numero +39 340 8070619.","visite guidate",,"+39 3408070619// +39 3283831764// +39 079 801969","soc.pintadera@gmail.com","https://comune.pozzomaggiore.ss.it/contenuti/39146/museo-cavallo// ",
"R20FRB0230","monumento o complesso monumentale","Architettura fortificata o militare","Torre del Coltellazzo","https://www.sardegnacultura.it/j/v/258?s=17899&v=2&c=2488&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Torre del Coltellazzo","CA","Pula",,"Viale Nora, s.n.c.","38.984175133","9.020427276","chiuso","a pagamento","Situata sul promontorio che domina la splendida baia di Nora, fu edificata quasi certamente nei primi anni del Seicento in arena calcaria; le sue fondazioni poggiano sui resti di antiche strutture dell'acropoli di Nora. La denominazione Coltellas risale al Medioevo, poiché il termine Cortelazo è presente nella documentazione del XIV secolo. Dal 1740 il nome della torre si lega anche al vicino santuario di Sant'Efisio, patrono di Cagliari e della Sardegna: Coltellas de Sant'Efis.","intero// ridotto// intero// ridotto","euro 6,00// euro 3,00// euro 5,00// euro 2,50","Adulti, con visita guidata.// Categorie soggette a riduzione, con visita guidata.// Adulti, senza visita guidata.// Categorie soggette a riduzione, senza visita guidata.","Maggio-Settembre","estivo","LU-DO","09:00-21:00","Gli interni della Torre sono temporaneamente inaccessibili, si consiglia di contattare anticipatamente la struttura per avere informazioni sull'eventuale ripristino della fruibilità.","accessibilità fisica facilitata per visitatori con esigenze specifiche// bookshop// laboratori didattico-educativi// visite guidate","Le visite guidate sono fruibili in francese, inglese, tedesco, e si susseguono ogni ora a partire dalle 10;00; l'ultima visita guidata parte alle 20:10 circa. Per il sito di Nora è anche disponibile l’audioguida gratuita Norapp scaricabile da Google Play e App Store.","+39 070 9209366// +39 070 9209138","norascavi@gmail.com",,"https://it-it.facebook.com/NoraZonaArcheologica"
"R20FRB0233","museo, galleria e/o raccolta","Tematico e/o specializzato","Casa Museo Sa Domu De su Ferreri","https://www.sardegnacultura.it/j/v/258?s=37905&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Casa Museo Sa Domu De su Ferreri","CA","Samatzai",,"Via Eleonora d'Arborea, 5","39.483886794","9.032916574","aperto","gratuita","La casa laboratorio artigianale mantiene inalterate le sue caratteristiche originarie. Sia la muratura perimetrale che la divisione dei vani è costruita in làdiri, mattoni crudi, realizzati nello stesso cortile dell’abitazione; i muri sono intonacati con ludu, fango e paglia. Nella bottega è ancora presente l’utensileria de su ferreri, il fabbro.",,,,,,,,"La struttura apre saltuariamente per eventi o mostre, al di fuori di queste aperture straordinarie la casa museo è visitabile solo su prenotazione. Per avere maggiori dettagli sulle modalità e d'accesso, è possibile contattare telefonicamente, o via e-mail, il comune di Samatzai.","visite guidate",,"+39 070 910023","info@comune.samatzai.ca.it",,
"R20FRB0234","museo, galleria e/o raccolta","Tematico e/o specializzato// Etnografia e antropologia","Museo Unico Regionale dell'Arte Tessile Sarda","https://www.sardegnacultura.it/j/v/258?s=19517&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Unico Regionale dell'Arte Tessile Sarda","OR","Samugheo",,"Via Bologna, s.n.c.","39.955086653","8.946882901","aperto","a pagamento","Il museo si divide tra la realizzazione di mostre temporanee, e progetti dedicati al settore dell’artigianato sardo. La collezione permanente è composta da manufatti tessili: coperte, lenzuola, biancheria per l’infanzia, biancheria per uso quotidiano, bisacce e teli da campagna, abbigliamento per il pastore, costumi tradizionali per le feste e strumenti, tra i quali telai tradizionali in legno, tappeti, attrezzature e strumenti per la tessitura più preziosi manufatti tessili del '700.","intero// ridotto// gratuito","euro 2,50// euro 1,00// ","Adulti e minori sino ai 7 anni.// Gruppi oltre 20 persone e classi scolastiche di ogni ordine e grado.// Minori sino ai 6 anni e disabili.","// // // ","invernale// invernale// estivo// estivo","MA// ME-DO// MA// ME-DO","10:00-13:00// 16:00-19:00// 09:30-13:00// 16:00-19:00// 10:00-13:00// 17:00-20:00// 09:30-13:00// 17:00-20:00","Nella contingenza di mostre temporanee, o altre tipologie di eventi culturali, il prezzo dei biglietti potrebbe subire variazioni. Eventuali prenotazioni possono essere effettuate presso il seguente numero tel. +39 0783 631052, o al E-mail: museomurats@gmail.com.","accessibilità fisica facilitata per visitatori con esigenze specifiche// laboratori didattico-educativi// visite guidate","Le visite guidate sono comprese nel costo del biglietto. I laboratori didattici di tessitura, per cui è necessaria la prenotazione, hanno un costo aggiuntivo di euro 5,00, e durata di 1 h circa.","+39 0783 631052","museomurats@gmail.com","http://www.murats.it","https://it-it.facebook.com/museomurats"
"R20FRB0235","museo, galleria e/o raccolta","Archeologia industriale","Museo e centro documentazione Due Fonderie","https://www.sardegnacultura.it/j/v/258?s=37958&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo e centro documentazione Due Fonderie","SU","San Gavino Monreale",,"Via Montevecchio, 2","39.546816536","8.786386578","aperto","gratuita","Il museo si propone di raccogliere, salvaguardare e trasmettere alle nuove generazioni la ricca eredità culturale, materiale e immateriale, della fonderia di San Gavino Monreale e dell’antica fonderia di Villacidro, documentando la storia delle comunità attraverso testimonianze orali, oggetti, scritti e immagini legati alla vita e al lavoro in fabbrica. Il Museo è situato all’interno degli ex magazzini ferroviari, un tempo punto d'arrivo per il minerale proveniente dalla miniera di Montevecchio.","gratuito",,"Per tutti i visitatori.",,,,,"Il museo, attualmente, si può visitare solo su prenotazione, telefonando anticipatamente al numero dell'Ufficio comunale Cultura, Spettacolo e Sport +39 070 93749205, o scrivendo all'email monumentisangavino@gmail.com. Il comune di San Gavino Monreale si sta organizzando per poter garantire, a breve termine, l'apertura della struttura con orari settimanali definiti e stabili. Non sono attualmente disponibili informazioni su eventuali biglietti e sul loro importo.","accessibilità fisica facilitata per visitatori con esigenze specifiche// audio guide// laboratori didattico-educativi// visite guidate","Le audio guide sono disponibili anche in lingua inglese.","+39 070 93749205","monumentisangavino@gmail.com","http://www.monumentisangavino.it/monumento/museo-due-fonderie","https://www.facebook.com/museoduefonderie"
"R20FRB0236","museo, galleria e/o raccolta","Etnografia e antropologia","Museo Etnografico Dona Maxima","https://www.sardegnacultura.it/j/v/258?s=37959&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Etnografico Dona Maxima","SU","San Gavino Monreale",,"Viale Amsicora, 21","39.550932511","8.793640275","aperto","a pagamento","La Casa Dona Maxima prende il suo nome dall’ultima proprietaria, donna Massima Orrù, o Maxima nell’altra variante del sardo campidanese, appartenente alla famiglia dei conti Orrù, nobiltà terriera locale. La costruzione risale alla metà del XVI secolo, per volontà dei feudatari spagnoli di Quirra, che estesero i loro possedimenti sino all’arburese.",,,,,,"ME","17:00-19:30","L'ingresso al museo è a offerta libera. Il museo può aprire in altre date e orari previa prenotazione telefonica.",,,"+39 3496096090// +39 3497743861// +39 3483125817","casadonamaxima@gmail.it// samobasarda@tiscali.it","https://www.sangavinomonreale.net/aziende/musei/casa-dona-maxima",
"R20FRB0237","museo, galleria e/o raccolta","Archeologia","Museo della Civiltà del Mare","https://www.sardegnacultura.it/j/v/258?s=24592&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo della Civiltà del Mare","SS","San Teodoro",,"Via Niuloni, 1","40.779648608","9.674205849","aperto","gratuita","Il museo presenta reperti rinvenuti nell'area del centro abitato di San Teodoro, nelle sue acque e in quelle più vicine, interessate nell'antichità da intensi movimenti di traffico commerciale. È anche presente un tesoretto monetale di epoca punica, di ignota provenienza. Il museo ha anche una sezione naturalistico-malacologica.","intero// gratuito","euro 2,00// ","Adulti, il biglietto è necessario solo se si desidera accedere alla sezione naturalistico-malacologica.// Per la sezione archeologica.","// ","// ","LU, ME, VE// MA, GI","09:00-13:00// 16:00-20:00","L'ingresso per la sezione archeologica del museo è gratuito, è invece a pagamento la fruizione della esposizione naturalistico-malacologica. Per prenotare visite di gruppo o aperture festive chiamare: +39 3477256278.","visite guidate",,"+39 0784 866180// +39 3477256278","segreteria@icimar.it","http://www.icimar.it","https://www.facebook.com/ICIMAR-Istituto-delle-Civiltà-del-Mare-San-Teodoro-Sardegna-206671329360270"
"R20FRB0238","museo, galleria e/o raccolta","Storia","Castello Giudicale Eleonora d'Arborea Museo del Risorgimento e Collezione di Ceroplastiche","https://www.sardegnacultura.it/j/v/258?s=24550&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Castello Giudicale Eleonora d'Arborea Museo del Risorgimento e Collezione di Ceroplastiche","SU","Sanluri",,"Via Generale Nino Villa Santa, 1","39.563271179","8.897919344","aperto","a pagamento","Sede del Museo è una fortezza militare fatta costruire dai giudici d'Arborea, durante il regno di Pietro IV d'Aragona, con funzioni militari, quale caposaldo strategico del sistema difensivo. Il Castello fu adibito a museo risorgimentale nel 1927, in memoria dei sardi caduti in guerra per la realizzazione dell'unità d'Italia. Allora il duca d'Aosta Emanuele Filiberto decise di trasferirvi i suoi preziosi cimeli risalenti alla prima guerra mondiale e quelli delle guerre d'indipendenza.","intero// ridotto// ridotto","euro 6,00// euro 3,50// euro 3,00","Adulti.// Gruppi oltre 25 persone, adulti oltre i 65 anni.// Minori dai 6 ai 14 anni.","21 Settembre-30 Giugno// 01 Luglio-20 Settembre","invernale// estivo","LU-DO// LU-DO","10:00-13:00// 15:30-19:00// 10:00-13:00// 16:30-21:00","Il sabato, la domenica e i festivi il biglietto è UNICO con il museo del pane con l'aggiunta di euro 1,00 sul biglietto base. La visita al Castello avviene in modo guidato con cadenza regolare durante l’orario di apertura e a partire dalle ore 10:00. Le prenotazioni possono essere effettuate telefonicamente, o compilando un apposito form presente nel sito ufficiale della struttura: http://www.castellodisanluri.it/richiesta_13.html","visite guidate",,"+39 070 9307184// +39 3939916135","castellodisanluri11@tiscali.it","http://www.castellodisanluri.it/index.htm","https://it-it.facebook.com/castellosanluri"
